st_loc,ptype,0
EDISON GREEN ,104.0,8
EDISON GREEN ,105.0,11
EDISON GREEN ,985.0,1
EDITH ST,101.0,3
EDITH ST,902.0,1
EDNA RD,101.0,6
EDNA RD,132.0,1
EDSON ST,101.0,17
EDSON ST,104.0,14
EDSON ST,105.0,11
EDSON ST,106.0,1
EDSON ST,132.0,10
EDSON ST,906.0,2
EDSON ST,986.0,1
EDSON TE,104.0,5
EDWARDSON ST,101.0,5
EDWARDSON ST,104.0,3
EDWIN ST,101.0,17
EDWIN ST,104.0,18
EDWIN ST,105.0,12
EDWIN ST,111.0,1
EDWIN ST,112.0,1
EDWIN ST,130.0,1
EDWIN ST,132.0,3
EGAN WY,101.0,3
EGAN WY,104.0,1
EGLESTON ST,13.0,1
EGLESTON ST,101.0,4
EGLESTON ST,104.0,3
EGLESTON ST,105.0,6
EGLESTON ST,902.0,1
EGREMONT RD,101.0,1
EGREMONT RD,111.0,3
EGREMONT RD,112.0,3
EGREMONT RD,301.0,1
EGREMONT RD,908.0,1
EIGHTH ST,903.0,4
ELBA TE,104.0,1
ELBOW ST,105.0,2
ELBOW ST,985.0,1
ELDER ST,101.0,5
ELDER ST,104.0,3
ELDER ST,105.0,9
ELDER ST,106.0,1
ELDER ST,132.0,4
ELDER ST,336.0,1
ELDON ST,101.0,9
ELDON ST,104.0,1
ELDON ST,106.0,1
ELDON ST,902.0,1
ELDORA ST,101.0,6
ELDORA ST,104.0,1
ELDORA ST,105.0,3
ELDORA ST,132.0,1
ELDRIDGE RD,101.0,5
ELDRIDGE RD,104.0,7
ELDRIDGE RD,105.0,2
ELDRIDGE RD,106.0,3
ELDRIDGE RD,132.0,1
ELEANOR ST,101.0,1
ELEANOR ST,104.0,2
ELECTRIC AV,317.0,1
ELECTRIC AV,332.0,1
ELECTRIC AV,337.0,1
ELECTRIC AV,390.0,1
ELECTRIC AV,391.0,1
ELECTRIC AV,440.0,1
ELENE ST,101.0,1
ELENE ST,902.0,2
ELENE ST,985.0,1
ELGIN ST,101.0,6
ELGIN ST,104.0,5
ELGIN ST,105.0,4
ELGIN ST,132.0,1
ELGIN ST,337.0,1
ELGIN ST,986.0,1
ELIOT PL,104.0,2
ELIOT ST,101.0,17
ELIOT ST,104.0,9
ELIOT ST,105.0,1
ELIOT ST,985.0,2
ELIOT TE,104.0,1
ELIOT TE,105.0,1
ELIZABETH ST,101.0,2
ELIZABETH ST,104.0,2
ELIZABETH ST,105.0,2
ELKINS ST,316.0,1
ELKO ST,104.0,3
ELKO ST,105.0,1
ELKO ST,113.0,1
ELLARD RD,101.0,2
ELLARD RD,104.0,1
ELLARD RD,132.0,1
ELLERY CT,337.0,1
ELLERY ST,101.0,1
ELLERY ST,104.0,1
ELLERY ST,105.0,3
ELLERY ST,132.0,1
ELLERY ST,317.0,1
ELLERY ST,337.0,2
ELLERY ST,353.0,1
ELLERY ST,390.0,2
ELLERY ST,424.0,1
ELLET ST,132.0,1
ELLET ST,391.0,2
ELLINGTON ST,101.0,1
ELLINGTON ST,104.0,10
ELLINGTON ST,105.0,16
ELLINGTON ST,111.0,4
ELLINGTON ST,125.0,2
ELLINGTON ST,132.0,11
ELLINGTON ST,902.0,4
ELLINGTON ST,986.0,1
ELLIS ST,101.0,5
ELLIS ST,104.0,4
ELLIS ST,105.0,4
ELLIS ST,111.0,1
ELLIS ST,985.0,1
ELLISON AV,101.0,17
ELLISON AV,104.0,10
ELLISON AV,985.0,1
ELLSWOOD ST,101.0,6
ELLSWORTH ST,101.0,3
ELLSWORTH ST,390.0,1
ELLSWORTH ST,391.0,2
ELLWOOD ST,101.0,1
ELLWOOD ST,104.0,1
ELM HILL AV,13.0,2
ELM HILL AV,101.0,2
ELM HILL AV,104.0,2
ELM HILL AV,105.0,7
ELM HILL AV,125.0,14
ELM HILL AV,130.0,1
ELM HILL AV,985.0,5
ELM HILL PK,104.0,14
ELM HILL PK,105.0,4
ELM HILL PK,111.0,1
ELM HILL PK,902.0,1
ELM LAWN ,101.0,6
ELM LAWN ,104.0,1
ELM LAWN ,985.0,1
ELM ST,101.0,57
ELM ST,104.0,30
ELM ST,105.0,6
ELM ST,130.0,1
ELM ST,131.0,2
ELM ST,132.0,2
ELM ST,970.0,2
ELM ST,985.0,1
ELM ST,986.0,1
ELMDALE ST,101.0,5
ELMDALE ST,104.0,5
ELMER RD,101.0,20
ELMER RD,104.0,14
ELMER RD,132.0,1
ELMHURST ST,101.0,2
ELMHURST ST,104.0,3
ELMHURST ST,105.0,5
ELMHURST ST,132.0,1
ELMHURST ST,902.0,3
ELMHURST ST,986.0,1
ELMIRA ST,101.0,4
ELMIRA ST,104.0,22
ELMIRA ST,105.0,2
ELMIRA ST,106.0,1
ELMONT ST,101.0,7
ELMONT ST,104.0,8
ELMONT ST,105.0,3
ELMONT ST,106.0,3
ELMONT ST,130.0,1
ELMONT ST,132.0,6
ELMONT ST,902.0,2
ELMONT ST,903.0,1
ELMORE ST,101.0,6
ELMORE ST,104.0,3
ELMORE ST,105.0,4
ELMORE ST,111.0,2
ELMWOOD ST,391.0,1
ELTON ST,101.0,4
ELTON ST,104.0,5
ELTON ST,105.0,1
ELVEN RD,101.0,3
ELVEN RD,104.0,3
ELWELL RD,101.0,4
ELWELL RD,132.0,3
ELWELL RD,389.0,1
ELWYN RD,104.0,1
ELWYN RD,105.0,5
ELWYN RD,132.0,1
ELY RD,101.0,12
ELY RD,104.0,8
EMBANKMENT RD,101.0,2
EMBANKMENT RD,132.0,2
EMBANKMENT RD,986.0,1
EMBASSY RD,101.0,15
EMBASSY RD,112.0,1
EMBASSY RD,985.0,1
EMELIA TE,101.0,7
EMERALD CT,13.0,1
EMERSON PL,13.0,1
EMERSON ST,13.0,1
EMERSON ST,101.0,25
EMERSON ST,104.0,16
EMERSON ST,105.0,10
EMERSON ST,106.0,1
EMERSON ST,111.0,1
EMERSON ST,319.0,1
EMERSON ST,325.0,1
EMERSON ST,329.0,3
EMERSON ST,902.0,1
EMERY RD,337.0,1
EMMET PL,105.0,1
EMMETT ST,101.0,11
EMMETT ST,104.0,5
EMMETT ST,105.0,1
EMMETT ST,130.0,2
EMMETT ST,132.0,10
EMMETT ST,901.0,10
EMMETT ST,906.0,1
EMMETT ST,985.0,4
EMMONS ST,101.0,4
EMMONS ST,104.0,3
EMMONS ST,111.0,2
EMMONS ST,112.0,1
EMMONSDALE RD,101.0,10
EMMONSDALE RD,106.0,2
EMMONSDALE RD,985.0,1
EMPIRE ST,104.0,3
EMPIRE ST,105.0,10
EMPIRE ST,106.0,1
EMPIRE ST,111.0,3
EMPIRE ST,112.0,2
EMPIRE ST,132.0,2
EMPIRE ST,332.0,1
EMROSE TE,105.0,3
EMROSE TE,132.0,2
ENDICOTT CT,104.0,3
ENDICOTT CT,105.0,1
ENDICOTT CT,132.0,1
ENDICOTT ST,13.0,6
ENDICOTT ST,31.0,11
ENDICOTT ST,101.0,1
ENDICOTT ST,104.0,2
ENDICOTT ST,105.0,6
ENDICOTT ST,106.0,1
ENDICOTT ST,111.0,23
ENDICOTT ST,112.0,4
ENDICOTT ST,130.0,1
ENDICOTT ST,337.0,1
ENDICOTT ST,353.0,1
ENDICOTT ST,387.0,1
ENDICOTT ST,390.0,2
ENDICOTT TE,101.0,2
ENFIELD ST,101.0,3
ENFIELD ST,104.0,3
ENGLEWOOD AV,101.0,2
ENGLEWOOD AV,104.0,4
ENGLEWOOD AV,105.0,1
ENGLEWOOD AV,111.0,5
ENGLEWOOD AV,112.0,4
ENGLEWOOD AV,121.0,1
ENGLEWOOD AV,985.0,1
ENNIS RD,101.0,2
ENNIS RD,104.0,3
ENNIS RD,132.0,4
ENTERPRISE ST,31.0,1
ENTERPRISE ST,112.0,1
ENTERPRISE ST,130.0,1
ENTERPRISE ST,332.0,2
ENTERPRISE ST,390.0,1
EPPING ST,986.0,2
ERIC RD,104.0,4
ERIC RD,105.0,1
ERICSSON ST,317.0,2
ERICSSON ST,326.0,1
ERICSSON ST,337.0,1
ERICSSON ST,344.0,1
ERICSSON ST,384.0,3
ERICSSON ST,390.0,4
ERICSSON ST,400.0,1
ERICSSON ST,415.0,1
ERIE PL,101.0,2
ERIE PL,104.0,2
ERIE ST,13.0,1
ERIE ST,31.0,1
ERIE ST,101.0,3
ERIE ST,104.0,2
ERIE ST,105.0,7
ERIE ST,112.0,1
ERIE ST,125.0,4
ERIE ST,132.0,5
ERIE ST,379.0,1
ERIE ST,900.0,1
ERIE ST,902.0,4
ERIE ST,905.0,3
ERIE ST,970.0,1
ERIE ST,985.0,1
ERNEST AV,101.0,7
ERNEST AV,104.0,2
ERNEST AV,132.0,1
ERNEST AV,906.0,2
ERNST ST,104.0,2
ERNST ST,111.0,1
ERNST ST,125.0,3
ERNST ST,132.0,4
ESKRIDGE ST,905.0,2
ESMOND ST,13.0,2
ESMOND ST,31.0,2
ESMOND ST,101.0,2
ESMOND ST,104.0,12
ESMOND ST,105.0,21
ESMOND ST,111.0,2
ESMOND ST,112.0,1
ESMOND ST,125.0,1
ESMOND ST,905.0,1
ESMOND ST,970.0,1
ESSEX ST,13.0,1
ESSEX ST,101.0,17
ESSEX ST,104.0,5
ESSEX ST,105.0,2
ESSEX ST,118.0,2
ESSEX ST,130.0,2
ESSEX ST,132.0,1
ESSEX ST,320.0,1
ESSEX ST,329.0,1
ESSEX ST,345.0,1
ESSEX ST,387.0,1
ESSEX ST,400.0,1
ESSEX ST,985.0,2
ESTABROOK RD,125.0,1
ESTELLA ST,104.0,1
ESTELLA ST,105.0,5
ESTELLA ST,111.0,1
ESTELLA ST,132.0,4
ESTES AV,101.0,1
ESTES AV,132.0,2
ESTES AV,440.0,3
ESTHER RD,101.0,3
ESTRELLA ST,101.0,1
ESTRELLA ST,105.0,3
ESTRELLA ST,132.0,1
ESTRELLA ST,320.0,1
ETHEL ST,101.0,19
ETHEL ST,104.0,6
ETHEL ST,105.0,1
ETHEL ST,132.0,2
ETNA ST,101.0,1
ETNA ST,104.0,29
ETNA ST,105.0,5
ETNA ST,106.0,1
ETNA ST,111.0,1
ETNA ST,130.0,1
ETNA ST,131.0,1
EUCLID ST,101.0,6
EUCLID ST,104.0,2
EUCLID ST,902.0,1
EUCLID ST,905.0,2
EUGENIA RD,101.0,4
EUGENIA RD,104.0,1
EULITA TE,104.0,1
EULITA TE,105.0,2
EULITA TE,111.0,1
EUNICE ST,104.0,2
EUNICE ST,105.0,1
EUNICE ST,132.0,1
EUSTIS ST,101.0,21
EUSTIS ST,104.0,3
EUSTIS ST,105.0,3
EUSTIS ST,112.0,1
EUSTIS ST,121.0,1
EUSTIS ST,131.0,1
EUSTIS ST,132.0,6
EUSTIS ST,313.0,1
EUSTIS ST,390.0,4
EUSTIS ST,440.0,9
EUSTIS ST,903.0,1
EUSTIS ST,904.0,2
EUSTIS ST,905.0,1
EUSTIS ST,907.0,3
EUSTIS ST,952.0,1
EUSTIS ST,985.0,3
EUSTIS ST,986.0,1
EUSTIS ST,987.0,1
EUSTON RD,104.0,5
EUSTON RD,105.0,7
EUSTON RD,111.0,1
EUSTON RD,112.0,1
EUSTON RD,130.0,1
EUSTON RD,132.0,1
EUSTON RD,902.0,1
EUTAW ST,101.0,21
EUTAW ST,104.0,21
EUTAW ST,105.0,32
EUTAW ST,106.0,1
EUTAW ST,111.0,4
EUTAW ST,125.0,1
EUTAW ST,130.0,1
EUTAW ST,132.0,1
EUTAW ST,390.0,1
EVANDALE TE,101.0,4
EVANDALE TE,104.0,1
EVANDALE TE,106.0,2
EVANDALE TE,132.0,1
EVANS RD,101.0,1
EVANS RD,132.0,1
EVANS ST,101.0,29
EVANS ST,104.0,13
EVANS ST,105.0,11
EVANS ST,130.0,2
EVANS ST,132.0,5
EVANS ST,390.0,1
EVANS ST,985.0,1
EVANS WY,905.0,2
EVANS WY,977.0,4
EVELYN ST,31.0,1
EVELYN ST,101.0,1
EVELYN ST,104.0,2
EVELYN ST,105.0,21
EVELYN ST,111.0,2
EVELYN ST,130.0,2
EVELYN ST,132.0,3
EVERDEAN ST,101.0,24
EVERDEAN ST,104.0,6
EVERDEAN ST,105.0,1
EVERDEAN ST,132.0,2
EVERDEAN ST,343.0,2
EVERETT AV,101.0,2
EVERETT AV,104.0,1
EVERETT AV,105.0,3
EVERETT AV,111.0,1
EVERETT AV,902.0,2
EVERETT AV,985.0,3
EVERETT CT,101.0,4
EVERETT CT,104.0,2
EVERETT PL,101.0,3
EVERETT PL,104.0,1
EVERETT PL,106.0,1
EVERETT PL,132.0,1
EVERETT SQ,101.0,6
EVERETT SQ,104.0,1
EVERETT SQ,105.0,2
EVERETT ST,13.0,3
EVERETT ST,31.0,1
EVERETT ST,101.0,48
EVERETT ST,104.0,42
EVERETT ST,105.0,67
EVERETT ST,106.0,4
EVERETT ST,111.0,7
EVERETT ST,112.0,1
EVERETT ST,125.0,1
EVERETT ST,130.0,8
EVERETT ST,131.0,1
EVERETT ST,132.0,10
EVERETT ST,317.0,2
EVERETT ST,332.0,3
EVERETT ST,337.0,2
EVERETT ST,343.0,1
EVERETT ST,344.0,1
EVERETT ST,353.0,1
EVERETT ST,369.0,1
EVERETT ST,390.0,4
EVERETT ST,407.0,1
EVERETT ST,970.0,1
EVERETT ST,976.0,1
EVERETT ST,985.0,3
EVERETT ST,986.0,1
EVERETT ST,987.0,1
EVERGREEN ST,101.0,4
EVERGREEN ST,104.0,7
EVERGREEN ST,105.0,4
EVERGREEN ST,112.0,1
EVERGREEN ST,132.0,1
EVERGREEN ST,985.0,1
EVERTON ST,101.0,5
EVERTON ST,104.0,3
EVERTON ST,105.0,11
EVERTON ST,106.0,1
EVERTON ST,132.0,2
EWER ST,316.0,1
EWER ST,317.0,1
EWER ST,390.0,1
EXETER ST,13.0,1
EXETER ST,101.0,5
EXETER ST,104.0,2
EXETER ST,105.0,1
EXETER ST,112.0,2
EXETER ST,300.0,1
EXETER ST,320.0,1
EXETER ST,351.0,1
F ST,101.0,34
F ST,104.0,12
F ST,105.0,8
F ST,125.0,1
F ST,130.0,1
F ST,132.0,5
F ST,327.0,1
F ST,343.0,1
F ST,906.0,2
F ST,976.0,1
FABYAN ST,105.0,7
FABYAN ST,132.0,3
FABYAN ST,902.0,1
FABYAN ST,905.0,6
FABYAN ST,985.0,1
FACTORY ST,324.0,1
FACTORY ST,325.0,1
FACTORY ST,332.0,1
FAIRBANKS ST,101.0,13
FAIRBANKS ST,104.0,13
FAIRBANKS ST,105.0,13
FAIRBANKS ST,111.0,1
FAIRBURY ST,902.0,2
FAIRFAX ST,101.0,8
FAIRFIELD ST,25.0,1
FAIRFIELD ST,31.0,2
FAIRFIELD ST,101.0,4
FAIRFIELD ST,104.0,1
FAIRFIELD ST,105.0,3
FAIRFIELD ST,111.0,2
FAIRFIELD ST,112.0,1
FAIRFIELD ST,320.0,1
FAIRFIELD ST,985.0,1
FAIRLAND ST,101.0,2
FAIRLAND ST,104.0,3
FAIRLAND ST,105.0,8
FAIRLAND ST,902.0,1
FAIRLANE RD,101.0,8
FAIRLANE RD,106.0,1
FAIRLANE RD,132.0,2
FAIRLAWN AV,101.0,2
FAIRLAWN AV,114.0,2
FAIRLAWN AV,985.0,1
FAIRMOUNT AV,13.0,4
FAIRMOUNT AV,101.0,49
FAIRMOUNT AV,104.0,10
FAIRMOUNT AV,105.0,8
FAIRMOUNT AV,111.0,2
FAIRMOUNT AV,112.0,2
FAIRMOUNT AV,304.0,1
FAIRMOUNT AV,319.0,4
FAIRMOUNT AV,320.0,3
FAIRMOUNT AV,331.0,1
FAIRMOUNT AV,337.0,1
FAIRMOUNT AV,905.0,1
FAIRMOUNT AV,906.0,1
FAIRMOUNT AV,974.0,1
FAIRMOUNT AV,985.0,2
FAIRMOUNT CT,985.0,2
FAIRMOUNT CT,986.0,1
FAIRMOUNT ST,101.0,24
FAIRMOUNT ST,104.0,47
FAIRMOUNT ST,105.0,14
FAIRMOUNT ST,106.0,1
FAIRMOUNT ST,111.0,1
FAIRMOUNT ST,132.0,3
FAIRMOUNT ST,903.0,1
FAIRMOUNT ST,985.0,1
FAIRVIEW AV,101.0,2
FAIRVIEW AV,985.0,1
FAIRVIEW ST,101.0,17
FAIRVIEW ST,104.0,16
FAIRVIEW ST,105.0,2
FAIRWAY ST,319.0,1
FAIRWAY ST,337.0,1
FAIRWAY ST,985.0,1
FALCON ST,101.0,13
FALCON ST,104.0,60
FALCON ST,105.0,54
FALCON ST,106.0,9
FALCON ST,111.0,4
FALCON ST,125.0,1
FALCON ST,130.0,7
FALCON ST,132.0,1
FALCON ST,336.0,1
FALKLAND ST,101.0,10
FALKLAND ST,104.0,14
FALKLAND ST,105.0,2
FALKLAND ST,106.0,1
FALKLAND ST,109.0,1
FALKLAND ST,132.0,1
FALL RD,902.0,4
FALMOUTH ST,970.0,1
FALMOUTH ST,985.0,1
FAN PIER BL,348.0,2
FANEUIL HALL MARKETPLACE ,346.0,1
FANEUIL HALL SQ,985.0,1
FANEUIL ST,31.0,1
FANEUIL ST,101.0,25
FANEUIL ST,104.0,43
FANEUIL ST,105.0,14
FANEUIL ST,106.0,1
FANEUIL ST,109.0,1
FANEUIL ST,111.0,1
FANEUIL ST,112.0,1
FANEUIL ST,132.0,7
FANEUIL ST,311.0,1
FANEUIL ST,319.0,1
FANEUIL ST,320.0,1
FANEUIL ST,331.0,1
FANEUIL ST,902.0,1
FANEUIL ST,908.0,1
FANEUIL ST,974.0,1
FANEUIL ST,978.0,1
FANEUIL ST,985.0,1
FARADAY ST,101.0,27
FARADAY ST,104.0,20
FARADAY ST,106.0,3
FARADAY ST,132.0,1
FARGO ST,387.0,3
FARGO ST,985.0,1
FARGO ST,986.0,1
FARMINGTON RD,101.0,10
FARMINGTON RD,132.0,1
FARNHAM ST,314.0,1
FARNHAM ST,317.0,2
FARNHAM ST,390.0,2
FARNHAM ST,402.0,1
FARNSWORTH ST,327.0,1
FARNSWORTH ST,336.0,1
FARNSWORTH ST,337.0,1
FARNSWORTH ST,346.0,5
FARNSWORTH ST,390.0,1
FARNSWORTH ST,906.0,1
FARQUHAR ST,101.0,11
FARQUHAR ST,104.0,16
FARQUHAR ST,105.0,10
FARQUHAR ST,109.0,1
FARRAGUT RD,31.0,1
FARRAGUT RD,101.0,1
FARRAGUT RD,104.0,1
FARRAGUT RD,105.0,13
FARRAGUT RD,106.0,1
FARRAGUT RD,132.0,1
FARRAGUT RD,985.0,3
FARRAGUT ST,101.0,3
FARRAGUT ST,132.0,1
FARRAR AV,101.0,44
FARRAR AV,132.0,2
FARRIN ST,101.0,6
FARRINGTON AV,101.0,2
FARRINGTON AV,104.0,2
FARRINGTON AV,105.0,3
FARRINGTON AV,302.0,2
FARWELL AV,101.0,11
FAULKNER CI,105.0,2
FAULKNER ST,105.0,5
FAULKNER ST,125.0,2
FAULKNER ST,132.0,2
FAULKNER ST,319.0,1
FAULKNER ST,337.0,1
FAUNCE RD,101.0,10
FAUNCE RD,104.0,9
FAUNCE RD,105.0,1
FAUNCE RD,106.0,1
FAUNCE RD,111.0,1
FAVRE ST,101.0,8
FAVRE ST,104.0,28
FAWNDALE RD,101.0,15
FAWNDALE RD,104.0,4
FAWNDALE RD,105.0,9
FAWNDALE RD,111.0,3
FAWNDALE RD,114.0,1
FAWNDALE RD,131.0,1
FAWNDALE RD,132.0,4
FAWNDALE RD,985.0,1
FAXON ST,132.0,4
FAXON ST,390.0,1
FAY ST,337.0,1
FAYETTE ST,13.0,1
FAYETTE ST,101.0,11
FAYETTE ST,104.0,5
FAYETTE ST,105.0,6
FAYETTE ST,111.0,3
FAYETTE ST,112.0,1
FAYETTE ST,970.0,1
FAYETTE ST,976.0,1
FAYETTE ST,985.0,1
FAYSTON ST,13.0,2
FAYSTON ST,104.0,16
FAYSTON ST,105.0,20
FAYSTON ST,111.0,2
FAYSTON ST,113.0,1
FAYSTON ST,125.0,3
FAYSTON ST,132.0,2
FAYSTON ST,333.0,1
FAYSTON ST,986.0,1
FAYWOOD AV,13.0,1
FAYWOOD AV,101.0,37
FAYWOOD AV,104.0,14
FAYWOOD AV,105.0,5
FAYWOOD AV,132.0,1
FEDERAL RD,132.0,1
FEDERAL ST,345.0,2
FEDERAL ST,346.0,5
FEDERAL ST,347.0,1
FEDERAL ST,348.0,2
FEDERAL ST,986.0,1
FELLOWS ST,390.0,1
FELLOWS ST,904.0,1
FELLOWS ST,986.0,3
FENCOURT ST,977.0,1
FENDALE AV,101.0,17
FENDALE AV,104.0,6
FENDALE AV,132.0,1
FENELON ST,101.0,1
FENELON ST,104.0,1
FENELON ST,105.0,2
FENELON ST,111.0,1
FENELON ST,132.0,4
FENELON ST,390.0,1
FENELON ST,902.0,1
FENELON ST,985.0,1
FENENO TE,104.0,3
FENENO TE,105.0,1
FENNER ST,908.0,1
FENSMERE RD,101.0,8
FENSMERE RD,132.0,1
FENTON ST,101.0,4
FENTON ST,104.0,9
FENTON ST,105.0,2
FENTON ST,106.0,2
FENTON ST,111.0,1
FENTON ST,130.0,1
FENTON ST,132.0,2
FENWAY ST,101.0,1
FENWAY ST,112.0,3
FENWAY ST,113.0,1
FENWAY ST,123.0,2
FENWAY ST,344.0,1
FENWAY ST,904.0,5
FENWAY ST,905.0,3
FENWAY ST,907.0,1
FENWAY ST,974.0,1
FENWAY ST,977.0,7
FENWAY ST,985.0,2
FENWAY ST,986.0,1
FENWOOD RD,13.0,1
FENWOOD RD,125.0,12
FENWOOD RD,907.0,15
FENWOOD RD,955.0,1
FENWOOD RD,976.0,1
FENWOOD RD,985.0,1
FERMOY HEIGHTS AV,907.0,2
FERN ST,101.0,2
FERN ST,111.0,1
FERNALD TE,104.0,18
FERNALD TE,985.0,1
FERNBORO ST,105.0,16
FERNBORO ST,132.0,2
FERNBORO ST,902.0,1
FERNBORO ST,903.0,2
FERNBORO ST,985.0,1
FERNCROFT RD,101.0,8
FERNDALE ST,105.0,4
FERNDALE ST,111.0,1
FERNDALE ST,132.0,2
FERNWOOD RD,101.0,8
FERNWOOD RD,132.0,1
FERRIN ST,101.0,9
FERRIN ST,105.0,2
FERRIN ST,111.0,2
FERRIN ST,118.0,1
FERRIN ST,130.0,1
FERRIN ST,985.0,1
FESSENDEN ST,13.0,1
FESSENDEN ST,104.0,1
FESSENDEN ST,105.0,13
FESSENDEN ST,111.0,1
FESSENDEN ST,970.0,1
FID KENNEDY AV,390.0,1
FID KENNEDY AV,986.0,1
FID KENNEDY DR,963.0,1
FID KENNEDY DR,985.0,2
FIDELIS WA,908.0,2
FIDELIS WY,908.0,4
FIDELIS WY,973.0,1
FIELD ST,976.0,1
FIELDMONT ST,101.0,6
FIELDS CT,101.0,1
FIELDS CT,104.0,1
FIELDS CT,132.0,2
FIELDS CT,390.0,2
FIFIELD ST,101.0,5
FIFIELD ST,104.0,1
FIFIELD ST,105.0,5
FIFIELD ST,132.0,2
FIFTH AV,31.0,1
FIFTH AV,903.0,1
FIFTH ST,903.0,1
FILOMENA RD,101.0,1
FILOMENA RD,105.0,1
FILOMENA RD,132.0,1
FIRST AV,13.0,1
FIRST AV,118.0,1
FIRST AV,344.0,2
FIRST AV,903.0,1
FIRST AV,979.0,1
FIRST AV,986.0,2
FIRTH RD,101.0,1
FIRTH RD,104.0,7
FIRTH RD,105.0,8
FISHER AV,101.0,4
FISHER AV,104.0,6
FISHER AV,105.0,15
FISHER AV,106.0,1
FISHER AV,112.0,3
FISHER AV,132.0,2
FISHER AV,902.0,1
FISHER AV,903.0,2
FISHER AV,906.0,1
FISHER AV,958.0,1
FISHER AV,979.0,1
FISKE TE,104.0,1
FISKE TE,132.0,1
FLAHERTY WY,985.0,1
FLAVIA ST,101.0,7
FLAVIA ST,104.0,5
FLAVIA ST,106.0,1
FLEET ST,13.0,2
FLEET ST,31.0,4
FLEET ST,101.0,1
FLEET ST,111.0,6
FLEET ST,119.0,1
FLETCHER ST,101.0,26
FLETCHER ST,104.0,20
FLETCHER ST,105.0,1
FLINT PL,101.0,1
FLINT PL,104.0,2
FLINT ST,104.0,1
FLINT ST,902.0,2
FLORAL PL,101.0,4
FLORAL PL,106.0,1
FLORAL PL,132.0,1
FLORENCE ST,31.0,1
FLORENCE ST,101.0,24
FLORENCE ST,104.0,20
FLORENCE ST,105.0,10
FLORENCE ST,111.0,3
FLORENCE ST,130.0,1
FLORENCE ST,132.0,3
FLORENCE ST,985.0,1
FLORIAN ST,101.0,20
FLORIAN ST,104.0,1
FLORIAN ST,109.0,1
FLORIAN WY,101.0,9
FLORIDA ST,101.0,11
FLORIDA ST,104.0,8
FLORIDA ST,105.0,19
FLORIDA ST,111.0,1
FLOYD ST,104.0,37
FLOYD ST,105.0,11
FLOYD ST,132.0,2
FLOYD ST,902.0,1
FOLLEN ST,101.0,2
FOLLEN ST,104.0,1
FOLLEN ST,105.0,1
FOLLEN ST,111.0,1
FOLLEN ST,132.0,1
FOLSOM AV,104.0,1
FOLSOM AV,105.0,2
FOLSOM ST,101.0,7
FOLSOM ST,104.0,5
FOLSOM ST,105.0,2
FOLSOM ST,111.0,1
FOLSOM ST,130.0,1
FOLSOM ST,132.0,3
FOLSOM ST,902.0,3
FOLSOM ST,985.0,1
FOODMART RD,907.0,2
FORBES ST,101.0,7
FORBES ST,104.0,7
FORBES ST,105.0,20
FORBES ST,111.0,3
FORBES ST,132.0,2
FORBES ST,902.0,9
FORBES ST,985.0,1
FORD ST,13.0,1
FORD ST,101.0,6
FORD ST,104.0,2
FORD ST,106.0,1
FORD ST,111.0,3
FORD ST,332.0,1
FORD ST,390.0,1
FORDHAM RD,105.0,4
FORDHAM RD,320.0,1
FORDHAM RD,400.0,1
FORDHAM RD,977.0,1
FOREST HILLS ST,101.0,5
FOREST HILLS ST,104.0,3
FOREST HILLS ST,105.0,19
FOREST HILLS ST,125.0,5
FOREST HILLS ST,127.0,1
FOREST HILLS ST,130.0,2
FOREST HILLS ST,132.0,3
FOREST HILLS ST,902.0,1
FOREST HILLS ST,904.0,1
FOREST HILLS ST,906.0,2
FOREST HILLS ST,985.0,6
FOREST PL,101.0,6
FOREST PL,104.0,1
FOREST PL,125.0,1
FOREST PL,130.0,2
FOREST ST,13.0,2
FOREST ST,101.0,13
FOREST ST,104.0,13
FOREST ST,105.0,11
FOREST ST,125.0,2
FOREST ST,130.0,1
FOREST ST,132.0,9
FOREST ST,902.0,1
FOREST ST,970.0,1
FOREST ST,986.0,2
FORESTVALE RD,101.0,5
FORESTVALE RD,104.0,1
FORSTERS CT,132.0,1
FORSYTH ST,390.0,1
FORSYTH ST,937.0,1
FORSYTH ST,952.0,1
FORSYTH ST,977.0,1
FORSYTH ST,985.0,1
FORSYTH ST,986.0,2
FORT AV,101.0,1
FORT AV,104.0,17
FORT AV,105.0,5
FORT AV,106.0,1
FORT AV,111.0,1
FORT AV,130.0,1
FORT AV,132.0,5
FORT AV,979.0,1
FORT AV,985.0,4
FORT AV,986.0,1
FORT AVENUE TE,101.0,3
FORT AVENUE TE,104.0,1
FORT AVENUE TE,132.0,2
FORT STRONG ,958.0,1
FOSSDALE RD,101.0,4
FOSSDALE RD,104.0,7
FOSTER CT,111.0,1
FOSTER ST,101.0,19
FOSTER ST,104.0,37
FOSTER ST,105.0,15
FOSTER ST,109.0,1
FOSTER ST,111.0,9
FOSTER ST,112.0,1
FOSTER ST,113.0,1
FOSTER ST,132.0,1
FOSTER ST,904.0,1
FOSTER ST,906.0,1
FOSTER ST,977.0,4
FOSTER ST,985.0,3
FOTTLER RD,101.0,5
FOTTLER RD,104.0,5
FOTTLER RD,105.0,1
FOTTLER RD,111.0,1
FOTTLER RD,132.0,1
FOUNDRY ST,985.0,3
FOUNTAIN PL,112.0,1
FOUNTAIN ST,105.0,1
FOURTH STREET PL,101.0,3
FOWLE ST,901.0,2
