st_loc,ptype,0
LARCH ST,132.0,2
LARCHMONT ST,101.0,14
LARCHMONT ST,104.0,17
LARCHMONT ST,105.0,2
LARCHMONT ST,905.0,1
LAREDO ST,105.0,1
LAREDO ST,902.0,8
LARK ST,101.0,2
LARK ST,105.0,1
LARK ST,132.0,1
LARK ST,985.0,3
LARKHILL RD,101.0,11
LARKHILL RD,132.0,1
LAROSE PL,101.0,1
LAROSE PL,104.0,7
LAROSE PL,106.0,1
LAROSE PL,130.0,1
LASELL ST,101.0,69
LASELL ST,104.0,1
LASELL ST,106.0,3
LASELL ST,132.0,2
LATIN RD,101.0,9
LATIN RD,902.0,2
LAUREL AV,106.0,2
LAUREL AV,132.0,3
LAUREL AV,902.0,4
LAUREL ST,101.0,9
LAUREL ST,104.0,4
LAUREL ST,105.0,2
LAUREL ST,130.0,1
LAUREL ST,908.0,1
LAURIAT ST,101.0,1
LAURIAT ST,104.0,5
LAURIAT ST,105.0,1
LAURIAT ST,132.0,3
LAURIE AV,101.0,52
LAURIE AV,104.0,2
LAURIE AV,132.0,6
LAUTEN PL,101.0,4
LAUTEN PL,132.0,3
LAVAL ST,101.0,7
LAVAL ST,104.0,3
LAVAL ST,106.0,3
LAWLEY ST,101.0,8
LAWLEY ST,104.0,5
LAWLEY ST,105.0,2
LAWLEY ST,106.0,1
LAWLEY ST,111.0,1
LAWLEY ST,130.0,1
LAWLEY ST,343.0,1
LAWLEY ST,985.0,1
LAWN AV,101.0,1
LAWN AV,104.0,3
LAWN ST,101.0,8
LAWN ST,104.0,2
LAWN ST,105.0,7
LAWN ST,390.0,1
LAWN ST,902.0,1
LAWN ST,986.0,1
LAWNDALE TE,104.0,1
LAWNDALE TE,132.0,1
LAWNDALE TE,985.0,4
LAWNDALE TE,986.0,1
LAWNDALE TE,987.0,1
LAWNWOOD PL,101.0,8
LAWNWOOD PL,130.0,1
LAWRENCE AV,101.0,12
LAWRENCE AV,104.0,9
LAWRENCE AV,105.0,16
LAWRENCE AV,111.0,1
LAWRENCE AV,112.0,1
LAWRENCE AV,125.0,4
LAWRENCE AV,130.0,1
LAWRENCE AV,132.0,5
LAWRENCE AV,905.0,2
LAWRENCE AV,906.0,2
LAWRENCE AV,976.0,1
LAWRENCE AV,985.0,2
LAWRENCE CT,130.0,2
LAWRENCE PL,104.0,3
LAWRENCE PL,105.0,1
LAWRENCE ST,101.0,32
LAWRENCE ST,104.0,6
LAWRENCE ST,105.0,4
LAWRENCE ST,130.0,2
LAWRENCE ST,132.0,1
LAWSON PL,101.0,1
LAWSON PL,104.0,2
LAWSON PL,130.0,2
LAWSON PL,902.0,1
LAWTON ST,101.0,12
LAWTON ST,132.0,1
LAWTON TE,101.0,7
LAWTON TE,104.0,1
LEAHAVEN RD,104.0,11
LEAMINGTON RD,101.0,13
LEAMINGTON RD,104.0,12
LEAMINGTON RD,105.0,1
LEDGE HILL RD,101.0,18
LEDGE HILL RD,104.0,4
LEDGE HILL RD,132.0,1
LEDGE HILL RD,343.0,1
LEDGE HILL RD,906.0,1
LEDGEBROOK RD,104.0,10
LEDGEDALE RD,101.0,6
LEDGEDALE RD,132.0,1
LEDGEMERE RD,908.0,1
LEDGEWOOD RD,101.0,8
LEE HILL RD,101.0,4
LEE HILL RD,104.0,3
LEE HILL RD,106.0,2
LEE ST,101.0,5
LEE ST,104.0,3
LEE ST,105.0,1
LEE ST,111.0,1
LEE ST,132.0,1
LEEDS ST,101.0,4
LEEDS ST,104.0,2
LEEDS ST,105.0,2
LEEDSVILLE ST,101.0,2
LEEDSVILLE ST,104.0,1
LEEDSVILLE ST,105.0,10
LEEDSVILLE ST,130.0,2
LEEDSVILLE ST,132.0,1
LEFEVRE ST,390.0,3
LEGENDS WY,338.0,1
LEGION PL,101.0,2
LEICESTER ST,101.0,8
LEICESTER ST,104.0,12
LEICESTER ST,105.0,6
LEICESTER ST,111.0,2
LEICESTER ST,112.0,1
LEICESTER ST,970.0,2
LEIGHTON RD,101.0,56
LEIGHTON RD,132.0,3
LELAND RD,101.0,11
LELAND RD,130.0,1
LELAND RD,132.0,3
LELAND ST,105.0,3
LELAND ST,132.0,4
LELAND ST,985.0,3
LENA TE,104.0,1
LENA TE,130.0,1
LENISTON ST,101.0,11
LENISTON ST,104.0,3
LENISTON ST,105.0,2
LENNOCO RD,101.0,5
LENNOCO RD,902.0,1
LENOX ST,119.0,1
LENOX ST,903.0,3
LENOX ST,906.0,1
LENOX ST,908.0,8
LENOX ST,985.0,2
LENOX ST,986.0,3
LENOXDALE AV,101.0,20
LENOXDALE AV,104.0,13
LENOXDALE AV,105.0,1
LENOXDALE AV,132.0,1
LEO M BIRMINGHAM PW,31.0,2
LEO M BIRMINGHAM PW,111.0,1
LEO M BIRMINGHAM PW,337.0,1
LEO M BIRMINGHAM PW,341.0,1
LEO M BIRMINGHAM PW,343.0,2
LEO M BIRMINGHAM PW,344.0,1
LEO M BIRMINGHAM PW,435.0,1
LEO M BIRMINGHAM PW,985.0,3
LEON ST,985.0,1
LEONARD CT,101.0,2
LEONARD CT,132.0,1
LEONARD PL,105.0,1
LEONARD ST,101.0,28
LEONARD ST,104.0,3
LEONARD ST,105.0,1
LEONARD ST,132.0,1
LEONARD ST,985.0,2
LEROY ST,101.0,6
LEROY ST,104.0,7
LEROY ST,105.0,15
LEROY ST,132.0,1
LESEUR RD,101.0,6
LESHER ST,104.0,5
LESHER ST,105.0,1
LESHER ST,111.0,1
LESHER ST,337.0,1
LESLIE PK,101.0,3
LESLIE ST,105.0,10
LESTER PL,104.0,3
LESTER PL,105.0,1
LESTER ST,390.0,1
LESTON ST,101.0,6
LESTON ST,104.0,1
LESTON ST,105.0,7
LESTON ST,106.0,1
LESTON ST,130.0,1
LESTON ST,132.0,2
LESTON ST,902.0,1
LESTON ST,903.0,1
LETTERFINE TE,902.0,7
LEVANT ST,101.0,3
LEVANT ST,105.0,16
LEVANT ST,132.0,3
LEVERETT AV,101.0,2
LEVERETT AV,104.0,1
LEVERETT CI,986.0,1
LEVERETT ST,985.0,1
LEWIS PL,101.0,1
LEWIS PL,907.0,3
LEWIS ST,13.0,3
LEWIS ST,31.0,1
LEWIS ST,111.0,3
LEWIS ST,112.0,1
LEWIS ST,390.0,1
LEWIS ST,985.0,3
LEWIS WH,387.0,1
LEWIS WH,391.0,1
LEWISTON ST,101.0,47
LEWISTON ST,132.0,1
LEXINGTON AV,101.0,25
LEXINGTON AV,104.0,20
LEXINGTON AV,105.0,4
LEXINGTON AV,106.0,1
LEXINGTON AV,130.0,7
LEXINGTON PL,106.0,1
LEXINGTON PL,132.0,2
LEXINGTON SQ,101.0,2
LEXINGTON ST,13.0,1
LEXINGTON ST,101.0,54
LEXINGTON ST,104.0,36
LEXINGTON ST,105.0,112
LEXINGTON ST,111.0,7
LEXINGTON ST,132.0,4
LEXINGTON ST,325.0,1
LEXINGTON ST,344.0,1
LEXINGTON ST,976.0,1
LEXINGTON ST,985.0,1
LEYDEN ST,101.0,20
LEYDEN ST,104.0,35
LEYDEN ST,105.0,34
LEYDEN ST,106.0,2
LEYDEN ST,111.0,6
LEYDEN ST,112.0,1
LEYDEN ST,130.0,2
LEYDEN ST,320.0,1
LEYDEN ST,336.0,1
LEYLAND ST,104.0,1
LEYLAND ST,105.0,5
LEYLAND ST,114.0,11
LEYLAND ST,131.0,1
LEYLAND ST,132.0,1
LEYLAND ST,902.0,4
LEYLAND ST,905.0,4
LEYLAND ST,986.0,5
LIBBEY ST,101.0,11
LIBBEY ST,132.0,1
LIBERTY DR,13.0,1
LIBERTY PL,101.0,1
LIBERTY SQ,344.0,1
LIBERTY SQ,346.0,1
LILA RD,101.0,19
LILA RD,132.0,4
LILAC TE,101.0,4
LILLIAN ST,104.0,1
LILLIE WY,101.0,2
LILLY ST,101.0,3
LIME ST,13.0,1
LIME ST,101.0,13
LIME ST,104.0,2
LIME ST,112.0,1
LINCOLN PL,101.0,2
LINCOLN ST,31.0,2
LINCOLN ST,101.0,15
LINCOLN ST,104.0,22
LINCOLN ST,105.0,6
LINCOLN ST,109.0,2
LINCOLN ST,111.0,4
LINCOLN ST,112.0,1
LINCOLN ST,132.0,2
LINCOLN ST,312.0,2
LINCOLN ST,316.0,3
LINCOLN ST,317.0,7
LINCOLN ST,320.0,1
LINCOLN ST,329.0,2
LINCOLN ST,332.0,1
LINCOLN ST,336.0,1
LINCOLN ST,343.0,3
LINCOLN ST,344.0,3
LINCOLN ST,346.0,1
LINCOLN ST,348.0,1
LINCOLN ST,351.0,2
LINCOLN ST,390.0,3
LINCOLN ST,400.0,1
LINCOLN ST,402.0,3
LINCOLN ST,407.0,2
LINCOLN ST,424.0,2
LINCOLN ST,902.0,1
LINCOLN ST,985.0,1
LINDALL PL,101.0,1
LINDALL PL,111.0,3
LINDALL PL,985.0,1
LINDALL ST,101.0,11
LINDALL ST,104.0,3
LINDEN AV,101.0,3
LINDEN AV,104.0,2
LINDEN AV,132.0,1
LINDEN CT,390.0,1
LINDEN PARK ST,986.0,1
LINDEN RD,101.0,13
LINDEN RD,106.0,3
LINDEN RD,132.0,17
LINDEN RD,902.0,24
LINDEN ST,13.0,1
LINDEN ST,31.0,2
LINDEN ST,101.0,28
LINDEN ST,104.0,22
LINDEN ST,105.0,14
LINDEN ST,111.0,8
LINDEN ST,112.0,2
LINDEN ST,113.0,1
LINDEN ST,317.0,1
LINDEN ST,332.0,1
LINDEN ST,337.0,2
LINDEN ST,390.0,4
LINDEN ST,391.0,1
LINDEN ST,424.0,1
LINDEN ST,902.0,1
LINDSEY ST,101.0,18
LINDSEY ST,104.0,18
LINDSEY ST,105.0,1
LINDSEY ST,132.0,3
LINGARD ST,104.0,2
LINLEY TE,104.0,6
LINNET ST,101.0,17
LINNET ST,106.0,1
LINVALE TE,101.0,2
LINVALE TE,104.0,7
LINVALE TE,130.0,1
LINVALE TE,908.0,1
LINVALE TE,985.0,1
LINVALE TE,986.0,1
LINWOOD SQ,101.0,8
LINWOOD SQ,104.0,3
LINWOOD SQ,105.0,2
LINWOOD SQ,111.0,1
LINWOOD SQ,130.0,1
LINWOOD ST,101.0,21
LINWOOD ST,104.0,7
LINWOOD ST,105.0,4
LINWOOD ST,111.0,2
LINWOOD ST,132.0,3
LINWOOD ST,901.0,1
LINWOOD ST,902.0,5
LINWOOD ST,903.0,1
LINWOOD ST,905.0,4
LINWOOD ST,906.0,1
LISZT ST,101.0,13
LISZT ST,132.0,2
LITCHFIELD ST,101.0,7
LITCHFIELD ST,104.0,18
LITCHFIELD ST,105.0,20
LITCHFIELD ST,112.0,1
LITCHFIELD ST,900.0,1
LITHGOW ST,105.0,22
LITHGOW ST,106.0,1
LITHGOW ST,132.0,1
LITTLEDALE ST,101.0,8
LIVERMORE ST,101.0,2
LIVERMORE ST,113.0,2
LIVERMORE ST,130.0,1
LIVERMORE ST,132.0,5
LIVERMORE ST,902.0,2
LIVERMORE ST,906.0,4
LIVERPOOL ST,13.0,1
LIVERPOOL ST,101.0,1
LIVERPOOL ST,104.0,6
LIVERPOOL ST,105.0,7
LIVERPOOL ST,112.0,2
LIVERPOOL ST,132.0,2
LIVERPOOL ST,332.0,4
LIVERPOOL ST,337.0,4
LIVERPOOL ST,342.0,1
LIVERPOOL ST,390.0,2
LIVERPOOL ST,985.0,2
LIVINGSTONE ST,105.0,2
LIVINGSTONE ST,317.0,1
LIVINGSTONE ST,320.0,1
LIVINGSTONE ST,390.0,1
LOCHDALE RD,316.0,1
LOCHDALE RD,390.0,1
LOCHLAND RD,101.0,11
LOCHLAND RD,104.0,1
LOCHLAND RD,902.0,1
LOCHSTEAD AV,101.0,19
LOCKE PL,101.0,2
LOCKSLEY ST,121.0,1
LOCKWOOD ST,101.0,4
LOCKWOOD ST,104.0,4
LOCUST ST,101.0,4
LOCUST ST,104.0,1
LOCUST ST,130.0,1
LOCUST ST,132.0,1
LOCUST ST,390.0,2
LOCUST ST,391.0,1
LOCUST ST,985.0,1
LODGEHILL RD,101.0,28
LODGEHILL RD,104.0,1
LODGEHILL RD,132.0,2
LOGAN ST,101.0,2
LOGAN ST,104.0,6
LOGAN ST,105.0,1
LOGAN ST,902.0,1
LOGAN WY,908.0,2
LOMASNEY WY,31.0,1
LOMASNEY WY,901.0,1
LOMASNEY WY,985.0,1
LOMBARD ST,101.0,9
LOMBARD ST,104.0,1
LONDON CT,101.0,2
LONDON ST,13.0,5
LONDON ST,101.0,6
LONDON ST,104.0,6
LONDON ST,105.0,52
LONDON ST,111.0,4
LONDON ST,320.0,1
LONDON ST,332.0,2
LONDON ST,390.0,2
LONDON ST,907.0,1
LONDON ST,985.0,11
LONDON ST,986.0,1
LONG AV,104.0,9
LONG AV,105.0,8
LONG AV,111.0,3
LONG AV,125.0,1
LONG ISLAND ,979.0,1
LONG ISLAND ,986.0,1
LONG TE,101.0,1
LONG TE,132.0,2
LONG WH,326.0,3
LONG WH,344.0,9
LONGFELLOW PL,13.0,1
LONGFELLOW ST,101.0,24
LONGFELLOW ST,104.0,12
LONGFELLOW ST,105.0,5
LONGFELLOW ST,130.0,1
LONGMEADOW ST,101.0,1
LONGMEADOW ST,104.0,1
LONGMEADOW ST,105.0,5
LONGMEADOW ST,111.0,1
LONGMEADOW ST,132.0,1
LONGWOOD AV,342.0,1
LONGWOOD AV,343.0,1
LONGWOOD AV,952.0,2
LONGWOOD AV,954.0,1
LONGWOOD AV,955.0,1
LONGWOOD AV,976.0,1
LONGWOOD AV,977.0,1
LONGWOOD AV,979.0,7
LONGWOOD AV,985.0,2
LONSDALE ST,101.0,1
LONSDALE ST,104.0,22
LONSDALE ST,105.0,38
LONSDALE ST,132.0,1
LORENE RD,985.0,1
LORENE RD,986.0,1
LORENZO ST,101.0,9
LORENZO ST,104.0,6
LORENZO ST,105.0,1
LORENZO ST,106.0,1
LORETTE ST,101.0,7
LORETTE ST,104.0,7
LORETTE ST,105.0,3
LORING PL,101.0,2
LORING PL,104.0,2
LORING PL,106.0,2
LORING PL,132.0,1
LORING ST,101.0,38
LORING ST,104.0,10
LORING ST,105.0,7
LORING ST,132.0,2
LORNA RD,101.0,21
LORNA RD,104.0,32
LORNA RD,105.0,2
LORNA RD,132.0,5
LORNE ST,13.0,5
LORNE ST,105.0,3
LORNE ST,111.0,1
LORNE ST,125.0,10
LORNE ST,902.0,3
LORNE ST,905.0,1
LORRAINE ST,101.0,19
LORRAINE ST,104.0,7
LORRAINE ST,105.0,1
LORRAINE TE,112.0,2
LORRAINE TE,113.0,1
LOTHIAN RD,105.0,2
LOTHIAN RD,112.0,2
LOTHIAN RD,113.0,1
LOTHROP PL,105.0,1
LOTHROP PL,905.0,2
LOTHROP ST,104.0,1
LOTHROP ST,105.0,1
LOTHROP ST,111.0,3
LOTUS ST,104.0,1
LOTUS ST,130.0,7
LOUDERS LA,101.0,38
LOUDERS LA,130.0,1
LOUDERS LA,132.0,2
LOUDERS LA,976.0,1
LOUDERS LA,987.0,1
LOUDERS LN,986.0,1
LOUIS D BROWN WY,104.0,3
LOUIS D BROWN WY,105.0,3
LOUIS PRANG ST,905.0,5
LOUIS PRANG ST,977.0,4
LOUIS TE,132.0,1
LOUISBURG SQ,101.0,15
LOUISBURG SQ,104.0,1
LOUISBURG SQ,111.0,1
LOUISBURG SQ,112.0,1
LOURDES AV,105.0,2
LOURDES AV,111.0,3
LOVELL ST,985.0,13
LOVELLS ISLAND ,985.0,4
LOVIS ST,101.0,7
LOVIS ST,132.0,1
LOWLAND PL,130.0,1
LOWLAND PL,132.0,1
LOWNEY WY,119.0,1
LOYOLA CI,101.0,15
LUBEC ST,13.0,1
LUBEC ST,105.0,2
LUBEC ST,111.0,7
LUBEC ST,112.0,5
LUBEC ST,119.0,1
LUBEC ST,132.0,1
LUBEC ST,317.0,1
LUBEC ST,985.0,2
LUCERNE ST,13.0,3
LUCERNE ST,101.0,10
LUCERNE ST,104.0,1
LUCERNE ST,105.0,10
LUCERNE ST,130.0,2
LUCERNE ST,132.0,1
LUCERNE ST,901.0,2
LUCERNE ST,902.0,1
LUCERNE ST,970.0,5
LUDLOW ST,101.0,12
LUDLOW ST,985.0,1
LYALL ST,101.0,17
LYALL ST,902.0,1
LYALL TE,101.0,3
LYFORD ST,101.0,1
LYFORD ST,104.0,1
LYFORD ST,105.0,1
LYFORD ST,111.0,1
LYFORD ST,132.0,1
LYFORD ST,902.0,1
LYNDE ST,905.0,1
LYNDE ST,986.0,1
LYNDEBORO PL,101.0,3
LYNDEBORO PL,104.0,1
LYNDEBORO PL,903.0,3
LYNDEBORO ST,101.0,10
LYNDEBORO ST,908.0,1
LYNDHURST ST,101.0,18
LYNDHURST ST,104.0,11
LYNDHURST ST,105.0,3
LYNDHURST ST,111.0,2
LYNDHURST ST,125.0,1
LYNDHURST ST,130.0,1
LYNDHURST ST,132.0,1
LYNDHURST ST,905.0,1
LYNDHURST ST,970.0,1
LYNE RD,104.0,6
LYNE RD,985.0,1
LYNN ST,13.0,1
LYNNVILLE TE,105.0,3
LYNNVILLE TE,132.0,1
LYON ST,104.0,2
LYON ST,105.0,22
LYON ST,111.0,2
LYON ST,132.0,4
LYON ST,320.0,1
LYON ST,905.0,1
M ST,101.0,29
M ST,104.0,27
M ST,105.0,18
M ST,111.0,1
M ST,132.0,1
M ST,985.0,1
M STREET PL,101.0,4
M STREET PL,132.0,2
MACDONALD ST,101.0,14
MACKIN ST,105.0,3
MACNEIL WY,902.0,1
MACULLAR RD,101.0,3
MACULLAR RD,132.0,1
MADELINE ST,101.0,9
MADELINE ST,104.0,3
MADISON ST,104.0,2
MADISON ST,105.0,1
MADISON ST,132.0,2
MAFFA WY,985.0,2
MAGAZINE ST,101.0,7
MAGAZINE ST,104.0,4
MAGAZINE ST,105.0,2
MAGAZINE ST,112.0,1
MAGAZINE ST,317.0,1
MAGAZINE ST,337.0,1
MAGAZINE ST,390.0,2
MAGAZINE ST,400.0,1
MAGAZINE ST,402.0,1
MAGAZINE ST,424.0,1
MAGAZINE ST,440.0,3
MAGAZINE ST,902.0,4
MAGAZINE ST,905.0,3
MAGAZINE ST,985.0,2
MAGDALA ST,101.0,11
MAGDALA ST,104.0,8
MAGDALA ST,130.0,1
MAGEE ST,101.0,15
MAGEE ST,104.0,1
MAGNOLIA PL,101.0,2
MAGNOLIA PL,104.0,1
MAGNOLIA PL,132.0,2
MAGNOLIA SQ,101.0,1
MAGNOLIA SQ,105.0,5
MAGNOLIA SQ,111.0,1
MAGNOLIA SQ,132.0,2
MAGNOLIA ST,13.0,1
MAGNOLIA ST,101.0,13
MAGNOLIA ST,104.0,18
MAGNOLIA ST,105.0,17
MAGNOLIA ST,111.0,2
MAGNOLIA ST,113.0,13
MAGNOLIA ST,114.0,5
MAGNOLIA ST,116.0,1
MAGNOLIA ST,125.0,12
MAGNOLIA ST,130.0,2
MAGNOLIA ST,132.0,3
MAGNOLIA ST,902.0,9
MAGNOLIA ST,903.0,5
MAGNOLIA ST,906.0,3
MAGNOLIA ST,976.0,1
MAGNOLIA ST,985.0,1
MAHLER RD,351.0,1
MAHLER RD,902.0,2
MAIDA TE,101.0,3
MAIDA TE,111.0,1
MAIN ST,13.0,19
MAIN ST,31.0,3
MAIN ST,101.0,39
MAIN ST,104.0,7
MAIN ST,105.0,2
MAIN ST,111.0,3
MAIN ST,112.0,1
MAIN ST,130.0,2
MAIN ST,311.0,1
MAIN ST,319.0,3
MAIN ST,320.0,1
MAIN ST,326.0,2
MAIN ST,337.0,4
MAIN ST,341.0,1
MAIN ST,343.0,2
MAIN ST,344.0,1
MAIN ST,346.0,1
MAIN ST,374.0,1
MAIN ST,390.0,2
MAIN ST,901.0,2
MAIN ST,903.0,2
MAIN ST,908.0,2
MAIN ST,985.0,13
MAIN ST,986.0,2
MAITLAND ST,387.0,2
MAITLAND ST,985.0,1
MAITLAND ST,986.0,1
MALBERT RD,101.0,2
MALBERT RD,104.0,3
MALBERT RD,105.0,1
MALBERT RD,130.0,1
MALBERT RD,132.0,1
MALBON PL,908.0,1
MALCOLM RD,101.0,30
MALCOLM RD,130.0,1
MALCOLM RD,132.0,3
MALCOLM RD,979.0,1
MALCOLM X BL,343.0,1
MALCOLM X BL,390.0,1
MALCOLM X BL,902.0,4
MALCOLM X BL,903.0,1
MALCOLM X BL,906.0,1
MALCOLM X BL,908.0,2
MALCOLM X BL,976.0,1
MALCOLM X BL,986.0,1
MALDEN ST,13.0,1
MALDEN ST,320.0,1
MALDEN ST,980.0,1
MALIA TE,130.0,1
MALLARD AV,13.0,2
MALLARD AV,104.0,1
MALLARD AV,105.0,4
MALLARD AV,130.0,1
MALLARD AV,132.0,2
MALLARD AV,390.0,1
MALLET ST,101.0,11
MALLET ST,104.0,6
MALLET ST,105.0,3
MALLET ST,106.0,2
MALLET ST,132.0,1
MALLON RD,104.0,10
MALLON RD,105.0,5
MALLON RD,111.0,1
MALLON RD,902.0,1
MALTA ST,101.0,3
MALTA ST,104.0,7
MALTA ST,105.0,3
MALTA ST,132.0,5
MALVERN ST,113.0,1
MALVERN ST,324.0,1
MALVERNA RD,101.0,7
MALVERNA RD,104.0,1
MAMELON CI,104.0,13
MANCHESTER ST,101.0,36
MANCHESTER ST,104.0,2
MANCHESTER ST,132.0,1
MANCHESTER ST,986.0,1
MANILA AV,101.0,13
MANILA AV,902.0,12
MANILA AV,985.0,1
MANION RD,101.0,15
MANLEY ST,101.0,1
MANLEY ST,105.0,2
MANLEY ST,111.0,2
MANN ST,101.0,5
MANN ST,132.0,1
MANNING ST,101.0,22
MANNING ST,104.0,5
MANNING ST,106.0,1
MANNING ST,132.0,2
MANOR ST,101.0,23
MANOR ST,104.0,2
MANOR ST,132.0,1
MANSEN CT,101.0,4
MANSFIELD ST,101.0,9
MANSFIELD ST,104.0,12
MANSFIELD ST,105.0,5
MANSFIELD ST,111.0,2
MANSFIELD ST,112.0,1
MANSFIELD ST,132.0,1
MANSFIELD ST,441.0,1
MANSUR ST,101.0,15
MANTHORNE RD,101.0,59
MANTHORNE RD,104.0,45
MANTHORNE RD,105.0,2
MANTHORNE RD,106.0,1
MANTHORNE RD,132.0,3
MANTON TE,104.0,1
MANTON TE,105.0,1
MAPES ST,391.0,1
MAPES ST,404.0,1
MAPLE CT,125.0,1
MAPLE LA,101.0,4
MAPLE LEAF DR,101.0,19
MAPLE LEAF DR,130.0,1
MAPLE LEAF DR,131.0,1
MAPLE LEAF DR,132.0,1
MAPLE PL,101.0,5
MAPLE ST,101.0,82
MAPLE ST,104.0,30
MAPLE ST,105.0,13
MAPLE ST,106.0,1
MAPLE ST,111.0,1
MAPLE ST,112.0,1
MAPLE ST,125.0,4
MAPLE ST,127.0,1
MAPLE ST,132.0,6
MAPLE ST,319.0,1
MAPLE ST,902.0,3
MAPLE ST,903.0,1
MAPLE ST,950.0,1
MAPLE ST,985.0,2
MAPLE TE,101.0,5
MAPLETON ST,101.0,3
MAPLETON ST,104.0,27
MAPLETON ST,105.0,6
MAPLETON ST,106.0,1
MAPLETON ST,343.0,1
MAPLETON ST,905.0,1
MAPLEWOOD ST,101.0,24
MAPLEWOOD ST,104.0,6
MAPLEWOOD ST,105.0,2
MAPLEWOOD ST,132.0,2
MAPLEWOOD ST,985.0,1
MARBURY TE,105.0,2
MARBURY TE,905.0,1
MARCELLA ST,13.0,1
MARCELLA ST,101.0,13
MARCELLA ST,104.0,14
MARCELLA ST,105.0,12
MARCELLA ST,109.0,1
MARCELLA ST,111.0,2
MARCELLA ST,125.0,1
MARCELLA ST,130.0,1
MARCELLA ST,132.0,8
MARCELLA ST,902.0,13
MARCELLA ST,903.0,3
MARCELLA ST,908.0,4
MARCELLA ST,985.0,2
MARCH AV,101.0,2
MARCH AV,104.0,5
MARCH AV,105.0,1
MARCH AV,132.0,1
MARCH AV,985.0,1
MARCH TE,104.0,2
MARCH WY,101.0,2
MARCY RD,101.0,7
MARCY RD,104.0,1
MARCY RD,105.0,4
MARDEN AV,101.0,4
MARDEN AV,111.0,1
MARDEN AV,132.0,1
MARGARET ST,13.0,1
MARGARET ST,27.0,1
MARGARET ST,105.0,3
MARGARET ST,111.0,7
MARGARET ST,112.0,2
MARGIN ST,101.0,2
MARGIN ST,104.0,1
MARGIN ST,130.0,3
MARGIN ST,390.0,1
MARGINAL ST,13.0,4
MARGINAL ST,101.0,1
MARGINAL ST,104.0,5
MARGINAL ST,105.0,10
MARGINAL ST,112.0,1
MARGINAL ST,130.0,2
MARGINAL ST,132.0,7
MARGINAL ST,336.0,1
MARGINAL ST,384.0,1
MARGINAL ST,390.0,2
MARGINAL ST,901.0,3
MARGINAL ST,902.0,16
MARGINAL ST,908.0,1
MARGINAL ST,969.0,1
MARGINAL ST,985.0,9
MARGINAL ST,986.0,6
MARGO RD,101.0,24
MARIA LA,101.0,10
MARIA LA,132.0,1
MARIE ST,105.0,5
MARINA PARK DR,348.0,1
MARINE RD,101.0,12
MARINE RD,104.0,24
MARINE RD,105.0,13
MARINE RD,111.0,1
MARINE RD,132.0,1
MARION PL,101.0,5
MARION PL,104.0,1
MARION PL,105.0,1
MARION PL,106.0,2
MARION ST,13.0,4
MARION ST,31.0,1
MARION ST,101.0,17
MARION ST,104.0,18
MARION ST,105.0,58
MARION ST,109.0,1
MARION ST,111.0,3
MARION ST,112.0,1
MARION ST,118.0,1
MARION ST,125.0,1
MARION ST,132.0,9
MARION ST,317.0,1
MARION ST,326.0,1
MARION ST,342.0,1
MARION ST,970.0,2
MARION ST,976.0,1
MARION ST,985.0,1
MARIPOSA ST,101.0,30
MARIPOSA ST,104.0,5
MARIPOSA ST,106.0,1
MARIPOSA ST,132.0,5
MARK ST,105.0,6
MARK ST,111.0,2
MARKET ST,13.0,3
MARKET ST,101.0,6
MARKET ST,104.0,18
MARKET ST,105.0,4
MARKET ST,109.0,1
MARKET ST,111.0,2
MARKET ST,132.0,1
MARKET ST,319.0,1
MARKET ST,320.0,1
MARKET ST,321.0,1
MARKET ST,326.0,2
MARKET ST,329.0,2
MARKET ST,334.0,1
MARKET ST,335.0,1
MARKET ST,337.0,3
MARKET ST,341.0,3
MARKET ST,343.0,2
MARKET ST,906.0,2
MARKET ST,962.0,1
MARKET ST,971.0,1
MARKET ST,985.0,3
MARLBOROUGH ST,13.0,3
MARLBOROUGH ST,25.0,1
MARLBOROUGH ST,31.0,2
MARLBOROUGH ST,101.0,51
MARLBOROUGH ST,104.0,9
MARLBOROUGH ST,105.0,4
MARLBOROUGH ST,111.0,16
MARLBOROUGH ST,112.0,41
MARLBOROUGH ST,121.0,3
MARLBOROUGH ST,124.0,1
MARLBOROUGH ST,132.0,1
MARLBOROUGH ST,976.0,1
MARLBOROUGH ST,985.0,7
MARLIN RD,101.0,10
MARLIN WY,101.0,5
MARLIN WY,104.0,1
MARLIN WY,106.0,1
MARLOU TE,101.0,1
MARLOWE ST,101.0,1
MARLOWE ST,105.0,6
MARMION ST,101.0,9
MARMION ST,104.0,3
MARMION ST,105.0,1
MARMION ST,132.0,3
MARMION ST,906.0,1
MARSH ST,13.0,1
MARSH ST,31.0,1
MARSH ST,101.0,7
MARSH ST,132.0,1
MARSH ST,319.0,1
MARSH ST,320.0,1
MARSHALL BLOCK ,101.0,2
MARSHALL PL,101.0,3
MARSHALL PL,130.0,2
MARSHALL ST,13.0,1
MARSHALL ST,344.0,2
MARSHFIELD ST,101.0,3
MARSHFIELD ST,105.0,14
MARSHFIELD ST,106.0,2
MARSHFIELD ST,132.0,6
MARSHFIELD ST,902.0,5
MARSTON ST,101.0,1
MARSTON ST,902.0,2
MARTHA RD,125.0,1
MARTHA RD,924.0,1
MARTHA RD,985.0,2
MARTIN LUTHER KING JR BL,101.0,8
MARTIN LUTHER KING JR BL,125.0,1
MARTIN LUTHER KING JR BL,323.0,1
